start_date,end_date,direction,detected_unsigned,detected_signed,wj_unsigned,wj_signed,n_days
2008-05-07,2009-05-07,CONVERGENCE,True,True,0.7402101517527705,0.9162646989580355,504
2016-12-07,2017-09-08,DIVERGENCE,True,True,0.6811796060121817,0.9038794343393749,441
2020-01-10,2020-01-10,CONVERGENCE,True,True,0.7391037741480906,0.9190184874380954,252
2020-05-12,2020-08-11,CONVERGENCE,True,True,0.7542672244479699,0.9264268223314321,315
2022-07-13,2022-08-11,UNDETERMINED (signed-only),False,True,,0.9226863589437785,273
2024-01-12,2024-01-12,DIVERGENCE,True,False,0.6985749407563581,,252
2024-05-14,2024-08-14,DIVERGENCE,True,False,0.6903208925411831,,315
