window_idx,mid_date,wj_unsigned,wj_signed,binary_jaccard,type1_gap,type2_gap,sign_inversion_pct
159,2016-10-07,0.7396377682038101,0.9279763928514259,0.4395265054040144,0.3001112627997957,0.18833862464761575,72.33715249262657
160,2016-11-07,0.7363551561242597,0.9279518745532774,0.4351753453772582,0.3011798107470015,0.1915967184290177,72.6722797276931
161,2016-12-07,0.7207410028499954,0.9240517496893927,0.4227619708535739,0.2979790319964215,0.20331074683939732,72.80365141832422
162,2017-01-09,0.6481669603541717,0.9060182514161099,0.37423022264329703,0.2739367377108746,0.25785129106193827,73.28796957827028
163,2017-02-08,0.6343314181469868,0.9028577988949896,0.350974025974026,0.2833573921729608,0.26852638074800284,73.43435943751429
164,2017-03-10,0.6527536681625565,0.9076686896010155,0.3710762331838565,0.2816774349787,0.254915021438459,73.41042887035951
165,2017-04-10,0.566989991256467,0.8828651831667602,0.3031621214656182,0.26382786979084877,0.31587519191029323,72.94870454077254
166,2017-05-10,0.5399265112131513,0.8745387084280937,0.2940679398343755,0.24585857137877576,0.3346121972149424,72.73016276101222
167,2017-06-09,0.5288370536263045,0.8722872891380002,0.27850051352276617,0.25033654010353834,0.34345023551169573,72.89415225774006
168,2017-07-11,0.5082740339859005,0.8653166221349878,0.26657529552852494,0.2416987384573756,0.3570425881490873,72.61007407098158
169,2017-08-09,0.5496139458692536,0.8777879589408185,0.2693752133834073,0.2802387324858463,0.3281740130715649,72.86504767669749
170,2017-09-08,0.6127185096030571,0.8973185255785381,0.303676347154608,0.30904216244844906,0.284600015975481,73.48660419680299
171,2017-10-09,0.6928085478233672,0.9186798036404997,0.36240786240786244,0.33040068541550477,0.22587125581713252,73.52784532795471
172,2017-11-07,0.694565228001954,0.9188699745083063,0.36075014766686353,0.33381508033509044,0.22430474650635235,73.43785549989289
173,2017-12-07,0.6947971748837701,0.9185892932937515,0.3755426917510854,0.31925448313268473,0.22379211840998137,73.32570343172775
174,2018-01-09,0.6912194202858609,0.9170472342307019,0.3810229799851742,0.3101964403006867,0.22582781394484097,73.13536821321678
175,2018-02-08,0.6933821285875522,0.9178813188999556,0.3954300684034347,0.2979520601841175,0.2244991903124034,73.21790777498998
176,2018-03-12,0.682957098659589,0.9149775998090293,0.3985951277835899,0.28436197087599907,0.23202050114944028,73.18268290142802
177,2018-04-11,0.6860388898410796,0.9160522373850686,0.4050390452335347,0.28099984460754496,0.23001334754398894,73.26173213859549
178,2018-05-10,0.7390666943463747,0.9294108372513643,0.41449239520217634,0.3245742991441984,0.19034414290498958,72.94743092614672
179,2018-06-11,0.7673744163000987,0.935794710763545,0.3871576022231044,0.3802168140769943,0.1684202944634463,72.39972998013708
180,2018-07-11,0.7927329215888294,0.9423872069624668,0.31971631205673756,0.4730166095320918,0.14965428537363745,72.2035966931311
181,2018-08-09,0.7847328693381336,0.9404337478353085,0.32671574094728234,0.45801712839085124,0.15570087849717495,72.32914659030973
182,2018-09-10,0.7688944125606293,0.9358934339710563,0.35789919525624736,0.41099521730438193,0.166999021410427,72.26091902872676
183,2018-10-09,0.744229662911202,0.9289607985388616,0.4005922165820643,0.3436374463291377,0.18473113562765964,72.22539475464073
184,2018-11-07,0.7467441649067753,0.9303566060441231,0.41607974861848523,0.3306644162882901,0.18361244113734776,72.50077419529511
185,2018-12-10,0.7576204783798688,0.9322979756985619,0.39083895853423334,0.36678151984563545,0.1746774973186931,72.067762223104
186,2019-01-10,0.7591070997054465,0.9329130401244937,0.39885236335343316,0.3602547363520134,0.17380594041904718,72.15071104483559
187,2019-02-11,0.7769563682117635,0.937234007092066,0.3765334223483268,0.4004229458634367,0.16027763888030244,71.85932079534746
188,2019-03-13,0.784533983277284,0.9385109404060877,0.30609918297548927,0.4784348003017947,0.15397695712880377,71.46229343765019
189,2019-04-11,0.7852134013073414,0.9385126429841981,0.2701288896079383,0.5150845116994032,0.1532992416768567,71.37281497539561
190,2019-05-13,0.7752771142079674,0.9352014097283314,0.31316912972085387,0.46210798448711354,0.15992429552036402,71.16511295977405
191,2019-06-12,0.7684736103900859,0.9338798178580842,0.3568490983865865,0.41162451200349937,0.16540620746799828,71.4416217290314
192,2019-07-12,0.7220386735795764,0.9200722995904995,0.42379023662332127,0.29824843695625514,0.19803362601092311,71.24502842218857
193,2019-08-12,0.7330447443972651,0.9228272522135538,0.39942224362060663,0.33362250077665845,0.1897825078162887,71.09150459982342
194,2019-09-11,0.7879844591270192,0.9397819983119212,0.308979618415055,0.4790048407119642,0.15179753918490202,71.59736430634791
195,2019-10-10,0.7990933753504365,0.942078099535673,0.22961804779986597,0.5694753275505705,0.14298472418523656,71.16974088566829
196,2019-11-08,0.7805480959881442,0.9348313941690548,0.1823625476320087,0.5981855483561356,0.15428329818091058,70.30392325626644
197,2019-12-10,0.7629425550681335,0.9283785085866905,0.16273832757844167,0.6002042274896918,0.165435953518557,69.78728449811204
198,2020-01-10,0.7391037741480907,0.9190184875847299,0.13848952674533188,0.6006142474027588,0.17991471343663923,68.96025914102833
199,2020-02-11,0.7458429701182725,0.9219576210855076,0.1474272447492036,0.598415725369069,0.1761146509672351,69.2936375000882
